name,season,team_abbr,gs,ip,era,whip,k_per_9,k_per_9,bb_per_9,hr_per_9,fip_proxy
Brandon Walter,2025,HOU,9,53.2,3.35,0.932,8.7,8.796992481203008,0.6766917293233082,1.6917293233082706,3.9142857142857146
Carlos Rod\xc3\xb3n,2025,NYY,35,203.2,3.36,1.08,9.3,9.345472440944883,3.4547244094488194,1.062992125984252,3.810236220472441
Michael King,2025,SDP,15,74.1,3.39,1.197,9.6,9.59514170040486,3.1578947368421058,1.45748987854251,4.225641025641026
Ryne Nelson,2025,ARI,23,154.0,3.39,1.071,7.7,7.7142857142857135,2.396103896103896,0.9935064935064934,3.71948051948052
Brayan Bello,2025,BOS,29,169.0,3.41,1.249,6.6,6.603550295857988,3.195266272189349,0.9053254437869822,4.105325443786983
Lucas Giolito,2025,BOS,26,145.0,3.41,1.29,7.5,7.510344827586207,3.475862068965517,1.0551724137931033,4.2137931034482765
Joe Ryan,2025,MIN,30,171.0,3.42,1.035,10.2,10.210526315789474,2.052631578947368,1.3684210526315788,3.5918128654970762
Chad Patrick,2025,MIL,23,128.2,3.43,1.22,9.7,9.68798751950078,2.8783151326053042,1.0530421216848675,3.527613104524181
Quinn Priester,2025,MIL,25,162.0,3.44,1.272,7.4,7.444444444444445,3.055555555555556,1.0555555555555556,4.088888888888889
Trey Yesavage,2025,TOR,8,41.2,3.46,1.176,11.9,12.014563106796116,3.932038834951456,0.8737864077669902,3.1029126213592235
Luis Gil,2025,NYY,12,59.2,3.47,1.408,6.5,6.537162162162161,5.016891891891892,1.0641891891891893,4.956756756756757
Kevin Gausman,2025,TOR,37,223.2,3.5,1.042,8.7,8.669354838709678,2.4596774193548385,1.0080645161290323,3.549462365591398
Logan Gilbert,2025,SEA,28,146.0,3.51,1.075,11.5,11.527397260273972,2.095890410958904,1.3561643835616437,3.2958904109589042
Stephen Kolek,2025,SDP,19,112.2,3.51,1.145,6.2,6.176470588235294,2.486631016042781,0.7219251336898396,3.699108734402852
Luis Castillo,2025,SEA,34,189.0,3.52,1.19,8.0,7.9523809523809526,2.4285714285714284,1.1428571428571428,3.893121693121693
Merrill Kelly,2025,TEX,32,184.0,3.52,1.114,8.2,8.168478260869566,2.3478260869565215,1.125,3.7923913043478263
Edward Cabrera,2025,MIA,26,137.2,3.53,1.228,9.8,9.839650145772595,3.148688046647231,1.1151603498542275,3.6737609329446066
Clay Holmes,2025,NYY,31,165.2,3.53,1.304,7.0,7.027845036319613,3.595641646489104,0.7627118644067797,3.938498789346247
Mart\xc3\xadn P\xc3\xa9rez,2025,CHC,10,56.0,3.54,1.107,7.1,7.071428571428571,3.5357142857142856,0.9642857142857142,4.2
Carmen Mlodzinski,2025,PIT,12,99.0,3.55,1.303,8.1,8.090909090909092,2.454545454545454,0.7272727272727273,3.2707070707070707
Tyler Holton,2025,DET,6,83.1,3.56,1.056,7.1,7.148014440433213,1.9494584837545128,1.6245487364620939,4.607942238267148
Johan Oviedo,2025,PIT,9,40.1,3.57,1.215,9.4,9.42643391521197,5.16209476309227,1.346633416458853,4.771072319201995
Clayton Kershaw,2025,LAD,22,115.0,3.6,1.27,6.6,6.573913043478261,2.9739130434782606,0.7826086956521738,3.860869565217391
Jameson Taillon,2025,CHC,25,137.2,3.6,1.053,6.9,6.887755102040817,1.836734693877551,1.5743440233236154,4.555685131195336
Ian Seymour,2025,TBR,5,57.0,3.63,1.175,10.1,10.105263157894736,3.0,0.7894736842105263,3.0947368421052635
Roki Sasaki,2025,LAD,8,47.0,3.64,1.34,6.5,6.510638297872341,5.170212765957447,1.1489361702127658,5.136170212765958
Javier Assad,2025,CHC,7,37.0,3.65,1.216,5.6,5.594594594594595,2.9189189189189193,0.7297297297297298,3.983783783783784
Robbie Ray,2025,SFG,32,182.1,3.65,1.212,9.2,9.192751235584844,3.6079077429983526,1.0873146622734762,3.930367929708951
Ryan Bergert,2025,SDP,15,76.1,3.66,1.258,8.6,8.633377135348226,4.139290407358739,0.9461235216819974,4.027858081471748
Shane Bieber,2025,TOR,11,59.0,3.66,1.153,8.4,8.389830508474576,1.9830508474576272,1.6779661016949152,4.420338983050848
Framber Valdez,2025,HOU,31,192.0,3.66,1.245,8.8,8.765625,3.1875,0.703125,3.3302083333333337
Tobias Myers,2025,MIL,6,51.1,3.68,1.422,6.7,6.692759295499021,2.99412915851272,0.8806262230919765,3.982778864970646
Nabil Crismatt,2025,ARI,5,34.0,3.71,1.441,6.6,6.61764705882353,2.3823529411764706,1.5882352941176472,4.81764705882353
Griffin Canning,2025,NYY,16,76.1,3.77,1.376,8.3,8.278580814717477,4.139290407358739,0.9461235216819974,4.106701708278581
Landen Roupp,2025,SFG,22,106.2,3.8,1.481,8.6,8.64406779661017,3.813559322033898,0.9322033898305084,3.896798493408663
Shane Smith,2025,CHC,29,146.1,3.81,1.196,8.9,8.932238193018481,3.5728952772073925,1.0472279260780288,3.918685831622177
Chris Bassitt,2025,TOR,31,179.0,3.82,1.291,8.8,8.849162011173185,2.7150837988826817,1.106145251396648,3.7363128491620112
Casey Mize,2025,DET,30,155.0,3.83,1.265,8.5,8.477419354838709,2.32258064516129,1.2774193548387096,3.935483870967742
Colin Rea,2025,CHC,27,167.0,3.83,1.263,7.0,7.005988023952096,2.532934131736527,1.1317365269461077,4.122155688622755
Randy V\xc3\xa1squez,2025,SDP,26,133.2,3.84,1.324,5.3,5.27027027027027,3.5135135135135136,1.0810810810810811,4.761561561561562
Justin Verlander,2025,SFG,29,152.0,3.85,1.362,8.1,8.111842105263158,3.0789473684210527,0.9473684210526315,3.792105263157895
Jack Leiter,2025,TEX,29,151.2,3.86,1.279,8.8,8.80952380952381,3.988095238095238,1.0714285714285714,4.1193121693121695
Jes\xc3\xbas Luzardo,2025,PHI,33,191.1,3.86,1.202,10.5,10.54945054945055,2.731554160125589,0.7535321821036106,2.854631083202512
Ryan Pepiot,2025,TBR,31,167.2,3.86,1.163,9.0,8.989234449760767,3.2834928229665077,1.3995215311004785,4.318421052631579
AJ Smith-Shawver,2025,ATL,9,44.1,3.86,1.421,8.5,8.571428571428571,4.285714285714286,0.8163265306122449,3.902947845804989
Michael Wacha,2025,KCR,31,172.2,3.86,1.222,6.6,6.585365853658537,2.35191637630662,0.7839721254355401,3.652961672473868
Tyler Gilbert,2025,CHC,5,51.0,3.88,1.255,8.6,8.647058823529411,4.235294117647059,0.8823529411764706,3.9647058823529413
Zack Littell,2025,TBR,33,190.0,3.88,1.116,6.3,6.252631578947369,1.5157894736842106,1.7052631578947368,4.778947368421052
Jacob Misiorowski,2025,MIL,14,78.0,3.92,1.179,11.9,11.884615384615385,3.9230769230769234,1.0384615384615385,3.3666666666666667
Shota Imanaga,2025,CHC,26,151.1,3.93,1.011,7.3,7.326273990734613,1.6677696889477167,2.025148908007942,5.05307743216413
Mike Burrows,2025,PIT,19,96.0,3.94,1.24,9.1,9.09375,2.90625,1.21875,3.9083333333333337
Tylor Megill,2025,NYY,14,68.1,3.95,1.361,11.7,11.762114537444935,4.361233480176212,0.7929515418502203,3.185315712187959
Yusei Kikuchi,2025,LAD,33,178.1,3.99,1.424,8.8,8.79281302638967,3.7394722066254915,1.2128017967434026,4.244357102751263
Ryan Weathers,2025,MIA,8,38.1,3.99,1.278,8.7,8.740157480314961,2.8346456692913384,1.6535433070866141,4.591076115485564
Grant Holmes,2025,ATL,21,114.2,4.0,1.343,9.7,9.693520140105079,4.25569176882662,1.2609457092819616,4.285814360770578
Jose Quintana,2025,MIL,25,136.2,4.02,1.317,6.1,6.079295154185022,3.436123348017621,1.2555066079295154,4.807929515418502
Brady Singer,2025,CIN,32,169.2,4.03,1.238,8.6,8.670212765957448,3.1914893617021276,1.0106382978723405,3.7969267139479905
Kyle Harrison,2025,SFG,6,35.2,4.04,1.374,9.6,9.71590909090909,3.579545454545454,1.0227272727272727,3.7113636363636364
Simeon Woods Richardson,2025,MIN,22,111.1,4.04,1.275,8.6,8.667866786678669,3.7263726372637267,1.3771377137713772,4.505130513051306
Jacob Lopez,2025,ATH,17,92.2,4.08,1.273,11.0,11.030368763557483,3.6117136659436007,1.4642082429501084,4.067678958785249
Ronel Blanco,2025,HOU,9,48.1,4.1,1.179,8.9,8.98128898128898,3.742203742203742,1.30977130977131,4.343451143451143
Davis Martin,2025,CHC,25,142.2,4.1,1.29,6.6,6.582278481012659,3.037974683544304,1.2658227848101267,4.578340365682138
Jeffrey Springs,2025,ATH,30,171.0,4.11,1.211,7.3,7.263157894736842,2.8421052631578947,1.4736842105263157,4.661988304093567
Hunter Dobbins,2025,BOS,11,61.0,4.13,1.279,6.6,6.639344262295082,2.5081967213114753,0.8852459016393442,3.839344262295082
Keider Montero,2025,DET,12,96.0,4.13,1.344,6.9,6.9375,3.09375,1.5,4.85625
Taijuan Walker,2025,PHI,21,124.1,4.13,1.424,6.3,6.309427880741338,3.1184528605962933,1.5229653505237712,5.037228041901693
Seth Lugo,2025,KCR,26,145.1,4.15,1.294,7.7,7.753273604410752,3.4114403859407307,1.6747070985527222,5.0332184700206755
Jos\xc3\xa9 Berr\xc3\xados,2025,TOR,30,166.0,4.17,1.301,7.5,7.481927710843373,3.0361445783132526,1.4096385542168675,4.585542168674699
MacKenzie Gore,2025,WSN,30,159.2,4.17,1.353,10.4,10.458542713567839,3.6180904522613067,1.1306532663316584,3.7150753768844225
Janson Junk,2025,MIA,16,110.0,4.17,1.136,6.3,6.3,1.0636363636363637,0.6545454545454545,3.1
Tanner Bibee,2025,CLE,32,187.0,4.19,1.241,8.1,8.085561497326204,2.7433155080213902,1.299465240641711,4.194652406417113
Mitch Keller,2025,PIT,32,176.1,4.19,1.259,7.7,7.666098807495741,2.606473594548552,1.073253833049404,3.9155025553662695
Dean Kremer,2025,BAL,29,171.2,4.19,1.212,7.4,7.464953271028038,2.365654205607477,1.1565420560747666,4.000233644859813
Matthew Liberatore,2025,STL,29,151.2,4.21,1.305,7.2,7.261904761904763,2.3809523809523814,1.130952380952381,4.0134920634920634
Sean Burke,2025,CHC,22,134.1,4.22,1.444,8.9,8.926174496644295,4.228187919463088,1.5436241610738257,4.855480984340045
Jackson Jobe,2025,DET,10,49.0,4.22,1.49,7.2,7.163265306122449,4.959183673469387,1.2857142857142856,5.118367346938776
David Peterson,2025,NYY,30,168.2,4.22,1.37,8.0,8.02615933412604,3.478002378121284,0.5885850178359097,3.4259215219976222
Logan Allen,2025,CLE,29,156.2,4.25,1.398,7.0,7.029449423815622,3.572343149807939,1.0371318822023048,4.326760563380282
Cade Cavalli,2025,WSN,10,48.2,4.25,1.479,7.4,7.468879668049792,2.800829875518672,1.3070539419087135,4.361825726141079
Eury P\xc3\xa9rez,2025,MIA,20,95.1,4.25,1.049,9.9,9.936908517350158,3.0283911671924293,1.1356466876971612,3.641640378548896
Jos\xc3\xa9 Soriano,2025,LAD,31,169.0,4.26,1.396,8.1,8.094674556213018,4.153846153846154,0.6390532544378699,3.7088757396449705
Sonny Gray,2025,STL,32,180.2,4.28,1.234,10.0,10.038845726970033,1.897891231964484,1.2486126526082133,3.405327413984462
Slade Cecconi,2025,CLE,24,134.1,4.29,1.191,7.5,7.516778523489933,2.214765100671141,1.6107382550335572,4.5944817300522
Logan Evans,2025,SEA,15,81.1,4.32,1.389,6.5,6.54747225647349,3.4401972872996303,1.4426633785450063,4.975585696670777
Brad Lord,2025,WSN,19,130.2,4.34,1.293,7.4,7.465437788018434,2.972350230414747,1.1751152073732718,4.229185867895546
Luis Ortiz,2025,CLE,16,88.2,4.36,1.376,9.7,9.795918367346937,4.285714285714286,1.2244897959183672,4.220408163265306
Ryan Yarbrough,2025,NYY,8,64.0,4.36,1.203,7.7,7.734375,2.671875,1.828125,5.0125
Chase Burns,2025,CIN,8,45.0,4.4,1.267,13.6,13.6,3.2,1.0,2.688888888888889
Patrick Corbin,2025,TEX,30,155.1,4.4,1.365,7.6,7.601547388781432,2.9593810444874276,1.218568665377176,4.257382333978079
Michael McGreevy,2025,STL,16,95.2,4.42,1.254,5.5,5.4831932773109235,1.8907563025210083,1.134453781512605,4.250420168067227
George Kirby,2025,SEA,27,144.0,4.44,1.215,9.9,9.875,2.0625,1.1875,3.4083333333333337
Bailey Falter,2025,PIT,24,125.1,4.45,1.285,5.8,5.827338129496404,3.3093525179856114,1.366906474820144,4.982573940847322
Spencer Strider,2025,ATL,23,125.1,4.45,1.396,9.4,9.424460431654676,3.669064748201439,1.4388489208633095,4.4070343725019985
Dylan Cease,2025,SDP,33,171.2,4.46,1.322,11.5,11.565420560747665,3.785046728971963,1.1039719626168225,3.4862149532710283
Hayden Wesneski,2025,HOU,6,32.0,4.5,1.094,8.2,8.15625,1.6875,1.96875,4.79375
Luis Severino,2025,ATH,29,162.2,4.54,1.303,6.9,6.8803945745992605,2.7743526510480887,0.8877928483353884,3.878175092478422
Tyler Anderson,2025,LAD,26,136.1,4.56,1.408,6.9,6.877296105804556,3.769287288758266,1.8515797207935343,5.602645113886848
Jack Flaherty,2025,DET,33,171.0,4.58,1.292,10.5,10.526315789473683,3.526315789473684,1.263157894736842,3.8608187134502927
Jos\xc3\xa9 Ure\xc3\xb1a,2025,TOR,6,55.0,4.58,1.455,5.6,5.5636363636363635,3.7636363636363632,1.309090909090909,5.109090909090909
Nick Martinez,2025,CIN,26,166.0,4.61,1.235,6.3,6.289156626506024,2.3313253012048194,1.1927710843373496,4.3024096385542165
Cristian Javier,2025,HOU,8,37.0,4.62,1.27,8.3,8.27027027027027,3.6486486486486487,0.7297297297297298,3.6324324324324326
Will Warren,2025,NYY,33,167.0,4.63,1.383,9.4,9.431137724550897,3.5568862275449105,1.4011976047904193,4.31377245508982
Michael Lorenzen,2025,KCR,26,141.2,4.64,1.327,8.1,8.094900849858357,2.485835694050992,1.5934844192634563,4.531444759206799
Tomoyuki Sugano,2025,BAL,30,157.0,4.64,1.331,6.1,6.076433121019108,2.0636942675159236,1.89171974522293,5.270063694267517
Valente Bellozo,2025,MIA,6,81.1,4.65,1.328,6.0,5.992601726263872,2.552404438964242,1.6646115906288532,5.123551171393342
Aaron Civale,2025,MIL,18,106.1,4.66,1.241,7.7,7.719132893496702,2.799245994344958,1.3572101790763433,4.37813383600377
Joe Boyle,2025,TBR,9,52.0,4.67,1.365,10.0,10.038461538461538,4.846153846153846,1.0384615384615385,4.084615384615384
Cole Ragans,2025,KCR,13,61.2,4.67,1.184,14.3,14.411764705882351,2.9411764705882355,1.0294117647058822,2.4647058823529413
Max Meyer,2025,MIA,12,64.2,4.73,1.423,9.5,9.53271028037383,2.803738317757009,1.6822429906542056,4.446105919003116
Michael Soroka,2025,WSN,17,91.1,4.73,1.182,9.5,9.484083424807903,3.0625686059275523,1.1855104281009878,3.8256860592755215
Ryan Feltner,2025,COL,6,30.1,4.75,1.484,7.4,7.475083056478406,3.5880398671096345,1.1960132890365447,4.462458471760797
Kyle Hendricks,2025,LAD,31,164.2,4.76,1.275,6.2,6.248477466504264,2.356881851400731,1.3702801461632157,4.576370280146163
Jason Alexander,2025,HOU,13,77.1,4.77,1.371,7.6,7.587548638132297,3.0350194552529186,1.7509727626459144,5.05473411154345
Hayden Birdsong,2025,SFG,10,65.2,4.8,1.492,9.3,9.386503067484663,5.107361963190184,1.3803680981595092,4.810429447852761
Adam Mazur,2025,MIA,6,30.0,4.8,1.5,5.7,5.699999999999999,3.6,1.2,4.866666666666667
Zac Gallen,2025,ARI,33,192.0,4.83,1.26,8.2,8.203125,3.09375,1.453125,4.507291666666667
Miles Mikolas,2025,STL,31,156.1,4.84,1.318,5.8,5.7655349135169764,2.1332479180012816,1.672005124919923,5.0449711723254325
Shane Baz,2025,TBR,31,166.1,4.87,1.335,9.5,9.536423841059603,3.4677904876580374,1.4087898856110779,4.27164358819988
Emerson Hancock,2025,SEA,16,94.0,4.88,1.394,6.4,6.414893617021276,3.4468085106382977,1.4361702127659575,4.997872340425532
Landon Knack,2025,LAD,7,42.1,4.89,1.394,8.9,8.978622327790974,4.061757719714964,2.137767220902613,5.646555819477435
Walker Buehler,2025,PHI,24,126.0,4.93,1.516,6.6,6.571428571428571,4.357142857142857,1.5714285714285714,5.461904761904762
Dustin May,2025,LAD,23,132.1,4.96,1.421,8.4,8.38001514004542,3.815291445874338,1.4307342922028767,4.676154428463286
Tyler Alexander,2025,MIL,5,97.2,4.98,1.403,7.6,7.592592592592592,2.7777777777777777,0.8333333333333333,3.6423868312757204
Kyle Freeland,2025,COL,31,162.2,4.98,1.42,6.9,6.8803945745992605,2.1085080147965476,1.220715166461159,4.137114673242911
Max Scherzer,2025,TOR,20,99.1,4.98,1.289,8.4,8.446014127144299,2.6337033299697277,1.997981836528759,5.086982845610494
Richard Fitts,2025,BOS,10,45.0,5.0,1.311,8.0,8.0,3.2,2.1999999999999997,5.666666666666667
Tony Gonsolin,2025,LAD,7,36.0,5.0,1.417,9.5,9.5,4.5,2.25,5.838888888888889
Carson Whisenhunt,2025,SFG,5,23.1,5.01,1.457,6.2,6.233766233766233,4.675324675324675,2.3376623376623376,6.749783549783549
Eduardo Rodr\xc3\xadguez,2025,ARI,29,154.1,5.02,1.542,8.3,8.351719662556782,3.5042180402336145,1.4600908500973395,4.621155094094744
JP Sears,2025,SDP,27,135.2,5.04,1.319,7.8,7.788461538461538,2.396449704142012,1.9970414201183435,5.152662721893492
Taj Bradley,2025,TBR,27,142.2,5.05,1.311,8.0,8.037974683544306,3.5443037974683547,1.2025316455696204,4.332208157524613
J.T. Ginn,2025,ATH,16,90.1,5.08,1.362,9.9,9.889012208657048,3.0965593784683687,1.6981132075471699,4.487458379578246
Bailey Ober,2025,MIN,27,146.1,5.1,1.298,7.4,7.392197125256674,1.9096509240246409,1.8480492813141685,4.863244353182752
Mitch Spence,2025,ATH,8,84.2,5.1,1.441,7.0,7.054631828978621,2.7790973871733966,1.7102137767220902,5.0289786223277915
Yoendrys G\xc3\xb3mez,2025,NYY,9,62.2,5.17,1.388,8.3,8.392282958199356,3.9067524115755625,1.7363344051446945,5.145337620578778
Cade Povich,2025,BAL,20,112.1,5.21,1.496,9.5,9.473684210526317,3.4522747546833186,1.3648528099910795,4.216949152542373
Bryce Miller,2025,SEA,21,104.2,5.25,1.357,7.1,7.1689059500959695,3.3685220729366603,1.5547024952015354,4.975431861804223
Brandon Pfaadt,2025,ARI,33,176.2,5.25,1.33,7.5,7.5085130533484685,1.8898978433598186,1.3280363223609535,4.079682179341657
Bryce Elder,2025,ATL,28,156.1,5.3,1.394,7.5,7.552850736707239,2.9404228058936583,1.3837283792440744,4.5004484304932735
Andre Pallante,2025,STL,31,162.2,5.31,1.445,6.1,6.159062885326757,3.4401972872996303,1.1652281134401974,4.661159062885327
Colton Gordon,2025,HOU,14,86.0,5.34,1.419,7.5,7.534883720930233,1.9883720930232558,2.197674418604651,5.362790697674418
Spencer Arrighetti,2025,HOU,7,35.1,5.35,1.415,7.9,7.948717948717948,5.128205128205129,1.5384615384615385,5.365242165242165
Chris Paddack,2025,MIN,28,158.0,5.35,1.285,6.4,6.379746835443038,2.107594936708861,1.7658227848101264,5.035443037974684
Sandy Alcantara,2025,MIA,31,174.2,5.36,1.271,7.3,7.336394948335247,2.944890929965557,1.1366245694603905,4.193111366245695
David Festa,2025,MIN,10,53.1,5.4,1.275,8.9,8.983050847457626,3.2203389830508478,1.694915254237288,4.72542372881356
Erick Fedde,2025,STL,24,141.0,5.49,1.518,5.3,5.297872340425531,4.276595744680852,1.2127659574468086,5.2
Andrew Heaney,2025,PIT,23,122.1,5.52,1.381,6.3,6.339066339066339,2.9484029484029484,1.8427518427518428,5.435872235872236
Yu Darvish,2025,SDP,16,73.0,5.55,1.219,8.5,8.506849315068493,2.3424657534246576,1.7260273972602738,4.583561643835616
Zebby Matthews,2025,MIN,16,79.1,5.56,1.487,10.0,10.012642225031605,2.7307206068268015,1.3653603034134008,3.8573957016434894
Joey Wentz,2025,PIT,13,98.0,5.6,1.561,8.4,8.448979591836736,3.9489795918367347,1.010204081632653,4.09795918367347
Sean Manaea,2025,NYY,12,60.2,5.64,1.22,11.1,11.212624584717606,1.7940199335548173,1.9435215946843853,4.113621262458472
Ryan Gusto,2025,MIA,17,101.2,5.67,1.475,8.6,8.626482213438734,3.2015810276679844,1.5118577075098814,4.53399209486166
Mitchell Parker,2025,WSN,30,164.2,5.68,1.433,5.6,5.645554202192448,3.17904993909866,1.3702801461632157,4.984409257003654
Jake Irvin,2025,WSN,33,180.0,5.7,1.428,6.2,6.2,3.1,1.9,5.6
Kumar Rocker,2025,TEX,14,64.1,5.74,1.461,7.8,7.862714508580344,3.229329173166927,1.544461778471139,4.7600624024961
Ben Brown,2025,CHC,15,108.1,5.82,1.44,10.3,10.32377428307123,2.830712303422757,1.4986123959296946,4.014061054579094
Jonathan Cannon,2025,CHC,17,103.2,5.82,1.486,7.5,7.499999999999999,3.3139534883720927,1.6569767441860463,5.03139534883721
Charlie Morton,2025,DET,27,142.0,5.83,1.577,9.4,9.443661971830986,4.563380281690141,1.4577464788732395,4.728169014084507
Kyle Hart,2025,SDP,6,43.0,5.86,1.186,7.7,7.7441860465116275,2.7209302325581395,1.8837209302325582,5.1069767441860465
Osvaldo Bido,2025,ATH,10,79.2,5.87,1.607,7.7,7.727272727272727,3.977272727272727,2.159090909090909,5.927272727272728
Aaron Nola,2025,PHI,18,96.1,5.89,1.329,9.3,9.365244536940688,2.6222684703433923,1.6857440166493236,4.427887617065557
Zach Eflin,2025,BAL,14,71.1,5.93,1.416,6.3,6.329113924050634,1.6455696202531647,2.278481012658228,5.633192686357244
Cal Quantrill,2025,MIA,26,117.2,6.04,1.453,6.5,6.527303754266212,2.6877133105802047,1.6894197952218428,5.085665529010239
Bowden Francis,2025,TOR,14,64.0,6.05,1.531,7.6,7.59375,3.796875,2.671875,6.6375
Trevor Williams,2025,WSN,17,82.2,6.21,1.536,7.1,7.116788321167882,2.2992700729927003,1.2043795620437956,4.1245742092457425
Mick Abel,2025,PHI,8,39.0,6.23,1.513,9.0,9.0,3.692307692307692,1.846153846153846,5.097435897435897
Marcus Stroman,2025,NYY,9,39.0,6.23,1.538,6.0,6.0,3.692307692307692,1.3846153846153846,5.097435897435897
Brandon Young,2025,BAL,12,57.2,6.24,1.543,7.3,7.395104895104895,3.4615384615384612,1.8881118881118881,5.437762237762238
Frankie Montas,2025,NYY,7,38.2,6.28,1.603,7.4,7.539267015706805,3.298429319371728,1.8848167539267013,5.346596858638744
Nestor Cortes,2025,SDP,8,34.1,6.29,1.631,7.6,7.653958944281524,5.278592375366568,3.43108504398827,8.21466275659824
Tanner Gordon,2025,COL,15,75.1,6.33,1.5,7.4,7.430093209054594,2.0372836218375503,1.9174434087882826,4.997603195739015
Kai-Wei Teng,2025,SFG,7,29.2,6.37,1.551,11.8,12.020547945205479,5.239726027397261,0.6164383561643836,3.1657534246575345
Caden Dana,2025,LAD,5,32.1,6.4,1.485,9.2,9.252336448598129,5.046728971962616,2.523364485981308,6.471028037383178
Gunnar Hoglund,2025,ATH,6,32.1,6.4,1.515,6.4,6.4485981308411215,3.08411214953271,2.803738317757009,6.844859813084112
Lance McCullers Jr.,2025,HOU,13,55.1,6.51,1.807,9.9,9.963702359346643,6.370235934664247,1.633393829401089,5.468602540834846
Chase Dollander,2025,COL,21,98.0,6.52,1.551,7.5,7.530612244897959,4.5,1.653061224489796,5.414285714285715
Antonio Senzatela,2025,COL,23,130.0,6.65,1.838,5.1,5.053846153846154,3.253846153846154,1.5230769230769232,5.361538461538462
Bryse Wilson,2025,CHC,5,47.1,6.65,1.817,5.3,5.350318471337579,3.630573248407643,2.1019108280254777,6.257324840764332
Mitch Farris,2025,LAD,5,24.1,6.66,1.438,8.9,8.96265560165975,4.1078838174273855,1.4937759336099585,4.7352697095435685
Easton Lucas,2025,TOR,5,24.1,6.66,1.521,8.5,8.589211618257261,4.481327800829875,1.867219917012448,5.482157676348548
Germ\xc3\xa1n M\xc3\xa1rquez,2025,COL,26,126.1,6.7,1.71,5.9,5.9238699444885015,3.4258524980174467,1.6415543219666933,5.396669310071372
Jack Kochanowicz,2025,LAD,23,111.0,6.81,1.748,5.8,5.837837837837839,4.702702702702703,1.7027027027027029,5.92972972972973
Mason Barnett,2025,ATH,5,22.1,6.85,1.657,7.3,7.330316742081448,4.479638009049773,1.2217194570135745,4.8289592760181
Jordan Hicks,2025,SFG,9,67.1,6.95,1.663,7.8,7.779433681073026,4.292101341281669,0.804769001490313,4.064381520119225
Carlos Carrasco,2025,NYY,9,45.2,7.09,1.708,6.7,6.769911504424778,3.384955752212389,1.9911504424778759,5.7
McCade Brown,2025,COL,7,25.2,7.36,1.831,8.1,8.214285714285714,6.071428571428572,2.142857142857143,6.493650793650794
Austin Gomber,2025,COL,12,57.2,7.49,1.717,5.3,5.349650349650349,2.6748251748251746,2.517482517482517,6.539160839160839
Jonah Tong,2025,NYY,5,18.2,7.71,1.768,10.6,10.87912087912088,4.450549450549451,1.4835164835164836,4.408791208791209
Tanner Houck,2025,BOS,9,43.2,8.04,1.695,6.6,6.666666666666666,3.5416666666666665,2.083333333333333,5.908333333333333
Connor Gillispie,2025,MIA,6,26.0,8.65,1.654,8.0,7.961538461538462,3.8076923076923075,2.076923076923077,5.7
Carson Palmquist,2025,COL,7,34.1,8.91,2.039,7.1,7.126099706744868,6.5982404692082115,2.639296187683284,7.6281524926686215
Bradley Blalock,2025,COL,12,58.2,9.36,1.841,4.1,4.175257731958762,3.556701030927835,2.628865979381443,7.254982817869416
