name,season,team_abbr,gs,ip,era,whip,k_per_9,k_per_9,bb_per_9,hr_per_9,fip_proxy
Davis Martin,2022,CHC,9,63.1,4.83,1.295,6.8,6.8462757527733755,2.709984152139461,1.1410459587955626,4.230110935023772
Paolo Espino,2022,WSN,19,113.1,4.84,1.368,7.3,7.320954907161804,1.9098143236074272,1.9098143236074272,4.968346595932803
Madison Bumgarner,2022,ARI,30,158.2,4.88,1.437,6.4,6.371681415929205,2.787610619469027,1.422250316055626,4.76763590391909
Graham Ashcraft,2022,CIN,19,105.0,4.89,1.419,6.1,6.085714285714286,2.571428571428571,0.9428571428571428,4.066666666666666
Dylan Bundy,2022,MIN,29,140.0,4.89,1.279,6.0,6.042857142857143,1.8,1.542857142857143,4.685714285714286
Kyle Bradish,2022,BAL,23,117.2,4.9,1.402,8.5,8.523890784982935,3.532423208191126,1.3054607508532423,4.368941979522185
Lucas Giolito,2022,CHC,30,161.2,4.9,1.435,9.9,9.88213399503722,3.405707196029777,1.339950372208437,4.07468982630273
Ken Waldichuk,2022,OAK,7,34.2,4.93,1.212,8.6,8.684210526315788,2.631578947368421,1.3157894736842104,4.047953216374269
Germ\xc3\xa1n M\xc3\xa1rquez,2022,COL,31,181.2,4.95,1.365,7.4,7.450331125827814,3.129139072847682,1.490066225165563,4.739735099337748
Cole Ragans,2022,TEX,9,40.0,4.95,1.475,6.1,6.075,3.6,1.3499999999999999,5.0
Kyle Gibson,2022,PHI,31,170.0,4.98,1.335,7.7,7.7294117647058815,2.594117647058823,1.2705882352941176,4.182352941176471
Ian Anderson,2022,ATL,22,111.2,5.0,1.513,7.8,7.850719424460432,4.370503597122302,0.9712230215827338,4.315107913669065
Shane Baz,2022,TBR,6,27.0,5.0,1.333,10.0,10.0,3.0,1.6666666666666665,4.385185185185185
Jos\xc3\xa9 Ure\xc3\xb1a,2022,MIL,17,97.0,5.01,1.567,5.8,5.845360824742269,3.9896907216494846,1.0206185567010309,4.705154639175258
Josiah Gray,2022,WSN,28,148.2,5.02,1.359,9.3,9.352226720647774,4.008097165991903,2.307692307692308,5.7910931174089075
Matt Swarmer,2022,CHC,5,34.0,5.03,1.559,9.5,9.529411764705882,5.294117647058823,3.1764705882352944,7.435294117647059
Antonio Senzatela,2022,COL,19,92.1,5.07,1.69,5.3,5.276872964169382,2.247557003257329,0.8794788273615636,4.046905537459284
Brad Keller,2022,KCR,22,139.2,5.09,1.504,6.6,6.594827586206897,3.685344827586207,1.0991379310344829,4.550574712643678
Alex Wood,2022,SFG,26,130.2,5.1,1.24,9.0,9.055299539170509,2.0737327188940093,1.1751152073732718,3.5763440860215057
Taylor Hearn,2022,TEX,13,100.0,5.13,1.5,8.7,8.73,3.87,0.99,3.9800000000000004
Daniel Lynch IV,2022,KCR,27,131.2,5.13,1.572,8.3,8.36890243902439,3.5670731707317076,1.440548780487805,4.610060975609756
Tylor Megill,2022,NYY,9,47.1,5.13,1.246,9.7,9.745222929936306,2.484076433121019,1.3375796178343948,3.79447983014862
Tyler Beede,2022,SFG,5,61.1,5.14,1.63,5.7,5.74468085106383,4.271685761047463,1.0310965630114566,4.836661211129297
Aaron Civale,2022,CLE,21,97.1,5.18,1.212,9.2,9.17610710607621,2.1318228630278067,1.3903192584963955,3.879711637487127
Zach Thompson,2022,PIT,22,121.2,5.18,1.512,6.7,6.683168316831683,3.4158415841584158,1.410891089108911,4.8914191419141915
Yusei Kikuchi,2022,TOR,20,100.2,5.19,1.5,11.1,11.137724550898204,5.209580838323353,2.0658682634730536,5.445508982035928
Sean Manaea,2022,SDP,28,159.1,5.2,1.324,8.9,8.937774984286612,2.941546197360151,1.697045883092395,4.645631678189818
Jos\xc3\xa9 Berr\xc3\xados,2022,TOR,32,172.0,5.23,1.419,7.8,7.796511627906977,2.354651162790698,1.5174418604651163,4.4441860465116285
Tyler Gilbert,2022,ARI,7,34.1,5.24,1.252,5.2,5.278592375366568,2.639296187683284,2.1114369501466275,5.956598240469209
Cory Abbott,2022,WSN,9,48.0,5.25,1.438,8.4,8.4375,4.6875,2.25,6.1375
Steven Matz,2022,STL,9,48.0,5.25,1.25,10.1,10.125,1.875,1.5,3.7416666666666667
Jonathan Heasley,2022,KCR,21,104.0,5.28,1.49,6.1,6.057692307692308,4.0673076923076925,1.6442307692307692,5.584615384615384
Tommy Henry,2022,ARI,9,47.0,5.36,1.447,6.9,6.8936170212765955,4.0212765957446805,1.9148936170212767,5.774468085106383
Jason Alexander,2022,MIL,11,71.2,5.4,1.619,5.8,5.814606741573034,3.5393258426966288,1.5168539325842696,5.278651685393259
Mitch White,2022,TOR,18,99.0,5.45,1.465,7.1,7.090909090909091,3.1818181818181817,0.8181818181818182,3.8666666666666667
Kutter Crawford,2022,BOS,12,77.1,5.47,1.422,9.0,8.988326848249029,3.3852140077821016,1.4007782101167314,4.354345006485085
Trevor Rogers,2022,MIA,23,107.0,5.47,1.505,8.9,8.91588785046729,3.7850467289719627,1.261682242990654,4.302803738317757
Bryse Wilson,2022,PIT,20,115.2,5.52,1.418,6.1,6.171875,2.5,1.5625,4.91875
Alex Faedo,2022,DET,12,53.2,5.53,1.64,7.4,7.443609022556391,4.2293233082706765,1.1842105263157894,4.666165413533834
Austin Gomber,2022,COL,17,124.2,5.56,1.372,6.9,6.884057971014492,2.463768115942029,1.4492753623188406,4.584863123993559
Kris Bubic,2022,KCR,27,129.0,5.58,1.698,7.7,7.674418604651162,4.395348837209302,1.255813953488372,4.7736434108527135
Hyun Jin Ryu,2022,TOR,6,27.0,5.67,1.333,5.3,5.333333333333333,1.3333333333333333,1.6666666666666665,4.866666666666667
Humberto Castellanos,2022,ARI,9,44.1,5.68,1.398,6.5,6.530612244897959,2.4489795918367343,1.4285714285714284,4.628571428571429
Daulton Jefferies,2022,OAK,8,39.1,5.72,1.373,6.4,6.445012787723785,1.8414322250639386,0.9207161125319693,3.7115089514066497
Jared Koenig,2022,OAK,5,39.1,5.72,1.398,5.0,5.063938618925832,3.452685421994885,0.9207161125319693,4.555498721227622
Chad Kuhl,2022,COL,27,137.0,5.72,1.555,7.2,7.226277372262774,3.81021897810219,1.6423357664233578,5.2364963503649635
Michael Pineda,2022,DET,11,46.2,5.79,1.414,5.0,5.064935064935065,1.5584415584415583,2.5324675324675323,6.251948051948052
Erick Fedde,2022,WSN,27,127.0,5.81,1.63,6.7,6.661417322834646,4.110236220472441,1.4881889763779528,5.239370078740158
Ryan Feltner,2022,COL,19,97.1,5.83,1.408,7.8,7.785787847579815,3.244078269824923,1.483007209062822,4.69330587023687
Chi Chi Gonz\xc3\xa1lez,2022,NYY,5,23.0,5.87,1.522,5.9,5.869565217391305,2.739130434782609,1.9565217391304348,5.6347826086956525
Josh Winckowski,2022,BOS,14,70.1,5.89,1.592,5.6,5.649072753209701,3.466476462196862,1.2838801711840229,4.954636233951498
Max Castillo,2022,TOR,6,39.1,5.95,1.347,8.5,8.516624040920716,3.452685421994885,1.8414322250639386,5.118158567774936
Matthew Liberatore,2022,STL,7,34.2,5.97,1.731,7.3,7.368421052631579,4.7368421052631575,1.3157894736842104,5.042105263157895
Bruce Zimmermann,2022,BAL,13,73.2,5.99,1.48,6.0,6.024590163934426,1.4754098360655736,2.581967213114754,6.082513661202186
Mike Minor,2022,CIN,19,98.0,6.06,1.633,7.0,6.979591836734693,3.673469387755102,2.204081632653061,6.057142857142857
Justin Dunn,2022,CIN,7,31.0,6.1,1.581,6.1,6.096774193548387,4.935483870967742,3.1935483870967745,8.103225806451613
Adri\xc3\xa1n Martinez,2022,OAK,12,57.2,6.24,1.526,8.3,8.339160839160838,2.989510489510489,2.0454545454545454,5.297902097902098
Adam Oller,2022,OAK,14,74.1,6.3,1.628,5.6,5.587044534412956,4.736842105263158,2.064777327935223,6.519838056680163
Patrick Corbin,2022,WSN,31,152.2,6.31,1.697,7.5,7.568988173455979,2.897503285151117,1.5965834428383707,4.790013140604469
Elieser Hern\xc3\xa1ndez,2022,MIA,10,62.1,6.35,1.428,8.7,8.695652173913043,3.1884057971014492,2.753623188405797,6.307890499194848
Chase Anderson,2022,CIN,7,24.0,6.38,1.333,8.6,8.625,5.625,1.125,4.783333333333333
Chase Silseth,2022,LAD,7,28.2,6.59,1.57,7.5,7.659574468085107,3.8297872340425534,2.234042553191489,6.001418439716312
Aaron Sanchez,2022,WSN,10,60.0,6.6,1.55,6.2,6.15,2.25,1.2,4.316666666666666
Anthony DeSclafani,2022,SFG,5,19.0,6.63,2.0,8.1,8.052631578947368,1.894736842105263,1.894736842105263,4.778947368421052
Tucker Davidson,2022,LAD,11,52.0,6.75,1.712,5.7,5.711538461538462,6.057692307692308,1.2115384615384615,5.7
Zach Logue,2022,OAK,10,57.0,6.79,1.544,6.6,6.63157894736842,3.1578947368421053,2.052631578947368,5.7438596491228076
Joan Adon,2022,WSN,14,64.2,7.1,1.778,7.7,7.710280373831775,5.467289719626168,1.1214953271028036,4.9289719626168225
Carlos Hern\xc3\xa1ndez,2022,KCR,7,56.0,7.39,1.839,5.6,5.625,4.982142857142858,1.125,5.235714285714286
Spencer Howard,2022,TEX,8,37.2,7.41,1.726,7.6,7.741935483870967,3.629032258064516,2.903225806451613,6.882795698924731
Vladimir Gutierrez,2022,CIN,8,36.2,7.61,1.909,7.1,7.209944751381215,5.966850828729282,1.9889502762430937,6.459668508287293
Luis Pati\xc3\xb1o,2022,TBR,6,20.0,8.1,1.95,5.0,4.95,5.8500000000000005,2.6999999999999997,7.95
Dallas Keuchel,2022,TEX,14,60.2,9.2,2.06,6.7,6.7275747508305646,4.634551495016611,1.6445182724252492,5.625249169435216
Elvin Rodr\xc3\xadguez,2022,DET,5,29.2,10.62,1.921,7.6,7.705479452054794,4.623287671232877,3.6986301369863015,8.37123287671233
Connor Seabold,2022,BOS,5,18.1,11.29,2.345,9.3,9.447513812154696,3.9779005524861875,2.486187845303867,6.01767955801105
Shawn Armstrong,2023,TBR,6,53.0,1.36,0.906,9.3,9.339622641509434,1.8679245283018868,0.33962264150943394,2.237735849056604
Blake Snell,2023,SDP,32,180.0,2.25,1.189,11.7,11.700000000000001,4.95,0.75,3.3333333333333335
Brandon Woodruff,2023,MIL,11,67.0,2.28,0.821,9.9,9.940298507462687,2.0149253731343286,1.208955223880597,3.4089552238805974
Drew Rasmussen,2023,TBR,8,44.2,2.62,1.052,9.5,9.570135746606335,2.2398190045248865,0.4072398190045249,2.408144796380091
Gerrit Cole,2023,NYY,33,209.0,2.63,0.981,9.6,9.559808612440191,2.0669856459330145,0.861244019138756,3.0086124401913876
Dustin May,2023,LAD,9,48.0,2.63,0.938,6.4,6.375,3.0,0.1875,3.0541666666666667
Jacob deGrom,2023,TEX,6,30.1,2.67,0.758,13.4,13.455149501661129,1.1960132890365447,0.5980066445182723,1.4724252491694354
Michael King,2023,NYY,9,104.2,2.75,1.146,10.9,10.969289827255277,2.763915547024952,0.8637236084452975,2.9312859884836855
Max Fried,2023,ATL,15,81.2,2.76,1.2,9.1,9.199507389162562,2.438423645320197,0.8866995073891625,3.2492610837438427
Tarik Skubal,2023,DET,15,80.1,2.8,0.896,11.4,11.460674157303371,1.5730337078651686,0.44943820224719105,1.8267166042446943
Sonny Gray,2023,MIN,34,193.0,2.84,1.176,9.1,9.093264248704664,2.7046632124352334,0.46632124352331605,2.7544041450777206
Kyle Bradish,2023,BAL,31,173.1,2.86,1.062,9.2,9.202772963604852,2.3396880415944543,0.7279029462738302,2.986250722125939
Clayton Kershaw,2023,LAD,25,132.0,2.86,1.114,9.3,9.34090909090909,2.7954545454545454,1.3636363636363638,4.025757575757576
Randy V\xc3\xa1squez,2023,NYY,5,37.2,2.87,1.274,7.9,7.983870967741934,4.354838709677419,1.2096774193548385,4.624731182795699
Joey Lucchesi,2023,NYY,9,46.2,2.89,1.307,6.2,6.233766233766233,3.3116883116883113,0.7792207792207791,4.044155844155844
Tanner Bibee,2023,CLE,25,142.0,2.98,1.176,8.9,8.93661971830986,2.852112676056338,0.823943661971831,3.3549295774647887
Austin Pruitt,2023,OAK,6,48.1,2.98,1.159,5.6,5.613305613305614,2.245322245322245,0.9355509355509355,4.052390852390852
Kodai Senga,2023,NYY,29,166.1,2.98,1.22,10.9,10.94521372667068,4.172185430463577,0.9211318482841662,3.48898254063817
Javier Assad,2023,CHC,10,109.1,3.05,1.226,7.7,7.754353803849679,3.3822181484876266,1.0724106324472962,4.1532538955087075
Joe Musgrove,2023,SDP,17,97.1,3.05,1.14,9.0,8.990731204943359,1.9464469618949538,0.9268795056642637,3.189701338825953
Justin Steele,2023,CHC,30,173.1,3.06,1.171,9.1,9.150779896013866,1.8717504332755632,0.7279029462738302,2.8418255343731946
Matt Strahm,2023,PHI,10,93.0,3.1,1.011,10.9,10.935483870967742,2.225806451612903,1.064516129032258,3.049462365591398
Wade Miley,2023,MIL,23,120.1,3.14,1.139,5.9,5.920066611157369,2.8476269775187344,1.199000832639467,4.565528726061616
Shohei Ohtani,2023,LAD,23,132.0,3.14,1.061,11.4,11.386363636363637,3.75,1.227272727272727,3.6924242424242424
Jordan Montgomery,2023,TEX,37,219.2,3.15,1.215,7.5,7.513686131386861,2.176094890510949,0.8622262773722629,3.501094890510949
Eury P\xc3\xa9rez,2023,MIA,19,91.1,3.15,1.128,10.6,10.669593852908893,3.0625686059275523,1.481888035126235,3.990340285400659
Tyler Mahle,2023,MIN,5,25.2,3.16,1.052,9.8,10.0,1.7857142857142858,1.7857142857142858,4.152380952380953
Merrill Kelly,2023,ARI,34,201.2,3.17,1.15,9.6,9.617296222664017,3.444333996023857,1.0735586481113322,3.761630218687873
Justin Verlander,2023,NYY,30,180.2,3.19,1.14,7.9,7.891231964483907,2.547169811320755,1.0488346281908991,3.8104328523862376
Brennan Bernardino,2023,BOS,6,50.2,3.2,1.303,10.3,10.398406374501992,3.2270916334661353,0.7171314741035857,3.0007968127490043
Pedro Avila,2023,SDP,6,50.1,3.22,1.351,9.7,9.70059880239521,4.491017964071856,0.5389221556886228,3.3197604790419164
Michael Wacha,2023,SDP,24,134.1,3.22,1.161,8.3,8.322147651006713,2.8859060402684564,1.0067114093959733,3.7667412378821776
Ryan Walker,2023,SFG,13,61.1,3.23,1.386,11.4,11.48936170212766,3.5351882160392796,1.1783960720130935,3.5273322422258593
Kevin Gausman,2023,TOR,32,189.0,3.24,1.185,11.5,11.523809523809524,2.761904761904762,1.0,3.0042328042328044
Logan Webb,2023,SFG,33,216.0,3.25,1.074,8.1,8.083333333333334,1.2916666666666667,0.8333333333333333,3.037962962962963
Shane McClanahan,2023,TBR,21,115.0,3.29,1.183,9.5,9.469565217391304,3.208695652173913,1.1739130434782608,3.860869565217391
Gavin Williams,2023,CLE,16,82.0,3.29,1.256,8.9,8.890243902439025,4.060975609756098,0.8780487804878049,3.8463414634146345
Caleb Ferguson,2023,LAD,7,62.2,3.3,1.404,10.3,10.418006430868168,3.472668810289389,0.5787781350482315,2.8784565916398717
Eduardo Rodr\xc3\xadguez,2023,DET,26,152.2,3.3,1.153,8.4,8.455978975032853,2.838370565045992,0.8869908015768726,3.5482260183968464
Luis Castillo,2023,SEA,33,197.0,3.34,1.096,10.0,10.005076142131978,2.5583756345177666,1.2791878172588833,3.6771573604060914
George Kirby,2023,SEA,31,190.2,3.35,1.038,8.1,8.138801261829654,0.8990536277602524,1.0410094637223974,3.1947423764458467
Zack Wheeler,2023,PHI,36,219.2,3.4,1.033,10.1,10.141423357664234,1.7244525547445257,0.9443430656934307,2.88521897810219
Nick Martinez,2023,SDP,9,110.1,3.43,1.26,8.6,8.664850136239782,3.269754768392371,0.9809264305177112,3.7812897366030884
Cristopher S\xc3\xa1nchez,2023,PHI,19,101.2,3.45,1.052,8.6,8.626482213438734,1.5118577075098814,1.4229249011857708,3.8422924901185773
Aaron Civale,2023,TBR,23,122.1,3.46,1.161,8.5,8.550368550368551,2.4324324324324325,0.8845208845208846,3.3883701883701884
Hyun Jin Ryu,2023,TOR,11,52.0,3.46,1.288,6.6,6.576923076923077,2.423076923076923,1.5576923076923077,4.796153846153846
Cole Ragans,2023,TEX,12,96.0,3.47,1.156,10.6,10.59375,3.84375,0.65625,3.075
Pablo L\xc3\xb3pez,2023,MIN,34,206.2,3.48,1.152,10.6,10.649854510184287,2.2259941804073717,1.0475266731328807,3.0884578079534433
Nathan Eovaldi,2023,TEX,31,180.2,3.49,1.135,8.6,8.640399556048836,2.8468368479467263,0.8990011098779135,3.5274139844617096
Corbin Burnes,2023,MIL,33,197.2,3.51,1.083,9.3,9.355983772819473,3.1034482758620694,1.1409736308316432,3.803448275862069
Tyler Wells,2023,BAL,20,122.0,3.54,0.967,8.9,8.852459016393443,2.5081967213114753,1.8442622950819674,4.732786885245902
JT Chargois,2023,MIA,5,43.0,3.56,1.279,7.3,7.325581395348837,3.9767441860465116,0.627906976744186,3.804651162790698
Seth Lugo,2023,SDP,26,146.1,3.57,1.203,8.6,8.62422997946612,2.217659137577002,1.1704312114989732,3.713347022587269
Jose Quintana,2023,NYY,13,75.2,3.57,1.308,7.1,7.180851063829787,2.8723404255319145,0.5984042553191489,3.426063829787234
Matt Manning,2023,DET,15,78.0,3.58,1.038,5.8,5.76923076923077,2.423076923076923,1.2692307692307692,4.558974358974359
Chris Bassitt,2023,TOR,33,200.0,3.6,1.175,8.4,8.370000000000001,2.655,1.2600000000000002,4.045
Tyler Glasnow,2023,TBR,22,125.0,3.6,1.128,12.2,12.24,3.024,0.9359999999999999,2.8400000000000003
Zac Gallen,2023,ARI,40,243.2,3.62,1.149,9.0,9.029605263157896,2.257401315789474,1.036184210526316,3.4425986842105267
Jos\xc3\xa9 Berr\xc3\xados,2023,TOR,33,192.2,3.64,1.189,8.8,8.85015608740895,2.481789802289282,1.170655567117586,3.751508844953174
Jos\xc3\xa9 Butt\xc3\xb3,2023,NYY,7,42.0,3.64,1.333,8.1,8.142857142857142,4.928571428571429,0.6428571428571428,3.961904761904762
Charlie Morton,2023,ATL,30,163.1,3.64,1.427,10.1,10.098099325567137,4.580012262415696,0.7725321888412017,3.598528510116493
Zach Eflin,2023,TBR,32,182.2,3.65,1.057,9.3,9.335894621295282,1.2843029637760703,1.0373216245883645,3.051811196487377
Jes\xc3\xbas Luzardo,2023,MIA,33,182.2,3.65,1.232,10.5,10.521405049396268,2.716794731064764,1.0867178924259056,3.337211855104281
Bailey Ober,2023,MIN,27,148.2,3.69,1.096,9.1,9.10931174089069,1.8218623481781377,1.5789473684210529,4.063697705802969
Braxton Garrett,2023,MIA,31,162.2,3.71,1.15,8.9,8.933415536374847,1.6646115906288532,1.1097410604192357,3.3726263871763256
Logan Gilbert,2023,SEA,32,190.2,3.73,1.075,8.9,8.943217665615142,1.7034700315457414,1.3722397476340693,3.762565720294427
Kyle Hendricks,2023,CHC,24,137.0,3.74,1.204,6.1,6.10948905109489,1.7737226277372264,0.8540145985401459,3.667153284671533
Dane Dunning,2023,TEX,26,179.2,3.76,1.286,7.3,7.282366071428572,3.0133928571428577,1.0546875000000002,4.109598214285715
Mike Clevinger,2023,CHC,24,131.1,3.77,1.226,7.5,7.551487414187644,2.745995423340961,1.0983981693363845,4.0237986270022885
Framber Valdez,2023,HOU,34,210.0,3.77,1.181,9.3,9.3,2.6999999999999997,0.9857142857142858,3.4571428571428573
Mason Miller,2023,OAK,6,33.1,3.78,1.2,10.3,10.332326283987916,4.350453172205437,0.5438066465256797,3.1395770392749247
Spencer Strider,2023,ATL,34,199.1,3.79,1.109,13.4,13.380210949271724,2.8478151682571573,1.175288799598192,2.8735308890005022
Shane Bieber,2023,CLE,21,128.0,3.8,1.234,7.5,7.5234375,2.390625,0.984375,3.746875
Logan Allen,2023,CLE,24,125.1,3.81,1.396,8.5,8.56115107913669,3.4532374100719423,1.1510791366906474,4.111270983213429
Brandon Bielak,2023,HOU,13,80.0,3.83,1.525,7.0,6.9750000000000005,4.05,1.3499999999999999,4.95
Steven Matz,2023,STL,17,105.0,3.86,1.333,8.4,8.4,2.742857142857143,0.9428571428571428,3.6095238095238096
Vince Velasquez,2023,PIT,8,37.1,3.86,1.313,8.9,8.975741239892184,3.3962264150943393,0.9703504043126684,3.7390835579514827
Andrew Abbott,2023,CIN,21,109.1,3.87,1.317,9.9,9.899175068744272,3.629697525206233,1.3198900091659027,4.116590284142989
Alex Cobb,2023,SFG,28,151.1,3.87,1.322,7.8,7.802779616148246,2.2038385175380544,1.1317008603573793,3.8353408338848447
Yusei Kikuchi,2023,TOR,32,169.1,3.88,1.281,9.6,9.633353045535186,2.6079243051448846,1.4370195150798344,4.004257835600237
Ranger Suarez,2023,PHI,26,143.2,3.88,1.336,8.6,8.673184357541901,3.1424581005586596,0.8798882681564246,3.5910614525139666
Josiah Gray,2023,WSN,30,159.0,3.91,1.459,8.1,8.09433962264151,4.528301886792453,1.2452830188679245,4.709433962264152
Bobby Miller,2023,LAD,23,126.0,3.93,1.135,8.6,8.571428571428571,2.4285714285714284,0.8571428571428571,3.342857142857143
Max Scherzer,2023,TEX,30,162.1,3.94,1.152,10.0,10.049352251696483,2.7760641579272054,1.6656384947563232,4.298087600246761
Marcus Stroman,2023,CHC,25,136.2,3.95,1.259,7.8,7.863436123348018,3.436123348017621,0.5947136563876652,3.4569750367107197
Freddy Peralta,2023,MIL,31,170.2,3.96,1.113,11.3,11.368977673325501,2.9612220916568743,1.427732079905993,3.722914218566393
Chase Silseth,2023,LAD,8,52.1,3.96,1.28,9.6,9.673704414587332,4.4913627639155465,1.5547024952015354,4.793090211132438
John Brebbia,2023,SFG,10,38.1,3.99,1.174,11.0,11.10236220472441,3.3070866141732282,1.4173228346456692,3.8824146981627297
Reese Olson,2023,DET,18,103.2,3.99,1.119,8.9,8.982558139534884,2.8779069767441863,1.2209302325581395,3.9267441860465118
J.P. France,2023,HOU,23,139.1,4.0,1.385,6.7,6.6642703091301225,3.170381020848311,1.2293314162473041,4.551545650611072
Luis Garcia,2023,HOU,6,27.0,4.0,1.296,10.3,10.333333333333334,3.333333333333333,1.0,3.4592592592592593
Zack Littell,2023,TBR,14,92.0,4.01,1.152,7.6,7.630434782608695,1.1739130434782608,1.2717391304347825,3.732608695652174
Jon Gray,2023,TEX,29,163.0,4.03,1.276,8.3,8.282208588957054,3.03680981595092,1.2147239263803682,4.126380368098159
Kutter Crawford,2023,BOS,23,129.1,4.04,1.106,9.4,9.411309062742061,2.5096824167312164,1.185127807900852,3.6570100697134005
Nick Pivetta,2023,BOS,16,142.2,4.04,1.121,11.5,11.582278481012658,3.164556962025317,1.4556962025316458,3.7836849507735586
Bryce Elder,2023,ATL,32,177.1,4.06,1.291,6.7,6.708074534161492,3.252399774138905,1.0671936758893281,4.334952004517222
Xzavion Curry,2023,CLE,9,95.0,4.07,1.347,6.3,6.347368421052631,2.8421052631578947,1.1368421052631579,4.378947368421053
Michael Lorenzen,2023,PHI,25,155.2,4.1,1.214,6.5,6.494845360824743,2.8414948453608253,1.1597938144329898,4.379123711340206
Patrick Sandoval,2023,LAD,28,144.2,4.11,1.514,8.0,7.988904299583911,4.618585298196948,0.7489597780859917,4.046047156726768
Adrian Houser,2023,MIL,21,111.1,4.12,1.392,7.8,7.776777677767777,2.7542754275427543,1.053105310531053,3.911071107110711
Sandy Alcantara,2023,MIA,28,184.2,4.14,1.213,7.4,7.37785016286645,2.3452768729641695,1.0749185667752443,3.8948968512486433
Kyle Harrison,2023,SFG,7,34.2,4.15,1.154,9.1,9.210526315789474,2.894736842105263,2.1052631578947367,5.15906432748538
Andrew Heaney,2023,TEX,31,158.1,4.15,1.377,8.8,8.823529411764707,3.64326375711575,1.3092979127134725,4.344845034788109
Tommy Henry,2023,ARI,16,89.0,4.15,1.36,6.5,6.47191011235955,3.539325842696629,1.2134831460674156,4.694382022471911
Mitch Keller,2023,PIT,32,194.1,4.21,1.245,9.7,9.737248840803709,2.5502318392581143,1.1591962905718702,3.560638845955693
Bryan Woo,2023,SEA,18,87.2,4.21,1.209,9.5,9.59862385321101,3.1995412844036695,1.341743119266055,4.071559633027523
Brayan Bello,2023,BOS,28,157.0,4.24,1.338,7.6,7.56687898089172,2.5796178343949046,1.375796178343949,4.365605095541401
Edward Cabrera,2023,MIA,20,99.2,4.24,1.445,10.7,10.705645161290322,5.987903225806451,0.9979838709677419,4.258467741935484
Aaron Nola,2023,PHI,36,216.2,4.24,1.131,9.3,9.366327474560592,2.0397779833487513,1.4153561517113784,3.8429232192414435
Jhony Brito,2023,NYY,13,90.1,4.28,1.218,7.2,7.192008879023308,2.7968923418423977,1.3984461709211988,4.5540510543840185
Chris Sale,2023,BOS,20,102.2,4.3,1.13,11.0,11.007827788649706,2.5538160469667317,1.3209393346379648,3.5131115459882585
Johan Oviedo,2023,PIT,32,177.2,4.31,1.373,8.0,8.024830699774267,4.215575620767495,0.9650112866817155,4.2158013544018065
Griffin Canning,2023,LAD,22,127.0,4.32,1.236,9.9,9.850393700787402,2.5511811023622046,1.5590551181102361,4.113385826771654
Kenta Maeda,2023,MIN,20,108.1,4.32,1.209,10.1,10.074005550416283,2.5809435707678077,1.4153561517113784,3.866049953746531
Bryce Miller,2023,SEA,25,131.1,4.32,1.142,8.2,8.16933638443936,1.7848970251716247,1.2356979405034325,3.7644546147978644
Alex Wood,2023,SFG,12,97.2,4.33,1.433,6.8,6.851851851851851,3.888888888888889,0.8333333333333333,4.177366255144033
Matt Waldron,2023,SDP,6,41.1,4.35,1.234,6.8,6.788321167883211,2.627737226277372,1.970802919708029,5.414111922141119
Taijuan Walker,2023,PHI,31,172.2,4.38,1.309,7.2,7.212543554006969,3.7108013937282234,1.0452961672473868,4.344018583042974
Dean Kremer,2023,BAL,33,174.1,4.39,1.342,8.1,8.116025272831706,2.8948879954049396,1.4991384261918437,4.526823664560597
Julio Teheran,2023,MIL,11,71.2,4.4,1.13,6.3,6.320224719101123,1.6432584269662922,1.6432584269662922,4.71685393258427
Jordan Wicks,2023,CHC,7,34.2,4.41,1.269,6.2,6.315789473684211,2.894736842105263,1.3157894736842104,4.661988304093567
MacKenzie Gore,2023,WSN,27,136.1,4.42,1.401,10.0,9.985304922850846,3.769287288758266,1.7854518736223364,4.816458486407054
Cole Irvin,2023,BAL,12,77.1,4.42,1.28,7.9,7.93774319066148,2.4513618677042803,1.284046692607004,4.107911802853438
Paul Blackburn,2023,OAK,20,103.2,4.43,1.543,9.0,9.069767441860465,3.7499999999999996,0.9593023255813953,3.8201550387596903
Sean Manaea,2023,SFG,10,117.2,4.44,1.241,9.8,9.829351535836178,3.225255972696246,1.075085324232082,3.6436860068259387
Alex Faedo,2023,DET,12,64.2,4.45,1.052,8.1,8.130841121495328,2.803738317757009,1.6822429906542056,4.757632398753894
Brandon Williamson,2023,CIN,23,117.0,4.46,1.282,7.5,7.538461538461538,3.0,1.3846153846153846,4.524786324786325
Reid Detmers,2023,LAD,28,148.2,4.48,1.352,10.2,10.20242914979757,3.6437246963562755,1.153846153846154,3.8140350877192986
Zack Thompson,2023,STL,9,66.1,4.48,1.417,9.8,9.803328290468986,3.4039334341906207,1.0892586989409987,3.729500756429652
Ronel Blanco,2023,HOU,7,52.0,4.5,1.481,9.0,9.0,4.846153846153846,2.076923076923077,5.815384615384616
Hunter Gaddis,2023,CLE,7,42.0,4.5,1.31,5.1,5.142857142857142,3.0,1.2857142857142856,4.914285714285715
James Paxton,2023,BOS,19,96.0,4.5,1.313,9.5,9.46875,3.09375,1.6875,4.564583333333333
Joe Ryan,2023,MIN,30,163.2,4.51,1.167,10.9,10.919117647058824,1.875,1.8198529411764706,4.027205882352941
Ryan Yarbrough,2023,LAD,9,89.2,4.52,1.227,6.7,6.760089686098654,1.412556053811659,1.3116591928251122,4.063228699551569
